mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,chroma_0_mean,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_0_std,chroma_1_std,chroma_2_std,chroma_3_std,chroma_4_std,chroma_5_std,chroma_6_std,chroma_7_std,chroma_8_std,chroma_9_std,chroma_10_std,chroma_11_std,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_rolloff_std,zcr_mean,zcr_std,tempo,spectral_bandwidth_mean,spectral_bandwidth_std,rms_mean,rms_std,filepath,label,label_id,genre
-77.94189,32.364956,20.077257,27.633484,16.262774,5.319164,13.481539,3.5032268,7.344144,5.271802,4.001198,5.271229,3.752625,78.43608,41.63388,29.151978,20.476807,14.894384,14.548465,12.292783,11.319461,11.440562,11.940818,10.546061,10.206476,10.162227,0.45538574,0.47611475,0.45274904,0.55346,0.47994164,0.399732,0.38056663,0.4530047,0.61273134,0.563793,0.44736612,0.43070138,0.3066789,0.3349639,0.29891202,0.31478468,0.28654552,0.30359286,0.2949006,0.28586814,0.34043768,0.32354552,0.2779996,0.28412113,3727.2488351836582,1448.2872267287696,7633.178843211833,2116.7144220102086,0.14478748427825078,0.12835208210972282,89.10290948275862,3223.867461789819,468.5629919605026,0.25179002,0.12356319,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00059.wav,pop,7,pop
-42.68938,54.882027,17.06182,19.76454,6.8528385,2.7781909,11.820237,1.2058558,7.9387155,1.1382531,-4.0712814,0.13736181,-4.236571,89.41025,33.37064,21.087587,18.309032,13.992019,16.06058,12.533037,11.107811,9.697848,9.847017,8.409517,7.93417,8.378363,0.36629298,0.43760124,0.5712836,0.44460994,0.4162508,0.402395,0.42824882,0.4274338,0.38598642,0.51196206,0.40563673,0.380404,0.2646134,0.26578754,0.32979858,0.28271517,0.29360095,0.2974765,0.29290947,0.31123367,0.2750786,0.32643455,0.278701,0.2873186,3510.9284752203253,1150.70622700234,7257.397782175164,1946.9433567510525,0.17203410712558048,0.1055784682183664,99.38401442307692,3148.809837219885,419.0641888904073,0.23498306,0.13003686,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00088.wav,pop,7,pop
-29.26039,53.868725,-1.700224,15.506245,1.0880837,0.54396456,4.902141,-3.2225883,-1.6917725,2.2325523,-7.122959,-5.989492,-2.9803963,56.4733,37.64722,22.533566,20.71809,21.060781,18.693556,12.9290695,11.189687,11.384504,12.04482,9.212842,9.378534,8.842298,0.34577435,0.39685825,0.4574181,0.44414216,0.44676846,0.40201977,0.55687946,0.34796497,0.3247235,0.3916426,0.37006232,0.40461063,0.25798684,0.29094824,0.34695002,0.31352764,0.31849667,0.2710037,0.34711745,0.27695623,0.26809785,0.31172723,0.2695846,0.3165485,3262.9124447410586,1108.6680145667733,6714.734396919746,1881.212100626662,0.15505650759481424,0.10557602048645401,129.19921875,2930.999781412338,439.0095614401549,0.24570654,0.11650278,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00068.wav,pop,7,pop
-69.00194,73.77,-12.468982,9.536623,-0.045610458,12.718272,3.1650596,-0.08465784,2.5223582,2.874675,-1.6729782,-3.025172,1.6149282,95.91798,22.274757,22.896923,15.886491,13.197157,15.288374,11.656855,12.761018,10.502581,7.566197,8.522184,9.790413,6.6565185,0.5446393,0.35073343,0.38803232,0.33771318,0.39116663,0.43000844,0.44777733,0.53182065,0.40409383,0.41886207,0.35383204,0.47614262,0.3277966,0.24904661,0.31140253,0.25667003,0.27623376,0.3257485,0.2720009,0.31109634,0.24818462,0.29484978,0.2517071,0.27726638,2835.0593021892837,661.715013342013,5945.014051313371,1437.9361523976654,0.13706266326431887,0.049297444635297116,99.38401442307692,2731.7531718304963,404.98560711205647,0.139912,0.050008796,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00033.wav,pop,7,pop
-125.906784,126.61828,-23.186909,36.22425,20.962921,-1.1735234,16.486767,-3.6612227,6.520491,9.33727,-6.409656,3.8801947,-7.941657,52.409386,35.06127,22.519087,19.202364,11.929418,13.4964075,10.220704,9.474612,9.602686,8.904088,8.387747,7.7451186,7.616782,0.37327158,0.3389531,0.56441283,0.36774406,0.27085254,0.3221126,0.38632596,0.7102786,0.44131035,0.40259266,0.32896796,0.413811,0.28372693,0.21731064,0.31390968,0.21836054,0.19969523,0.2784426,0.23094396,0.29656807,0.23168613,0.30157477,0.24635215,0.27936748,1837.191501891123,887.6745857172928,3671.0694682118324,1775.5591638684657,0.08535171367066563,0.04578306200615873,92.28515625,2067.0125708404385,639.6008104797735,0.12935476,0.04256635,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00003.wav,pop,7,pop
-111.13056,103.09619,10.90997,34.348927,22.34365,17.868382,6.8071394,6.333683,5.488653,0.61881375,0.33940026,3.8250778,2.0442042,68.31273,33.397324,16.218916,16.019644,11.143806,11.311408,10.465018,8.055874,7.348584,8.256989,7.9155407,7.487182,7.1527505,0.3090138,0.41909564,0.31757733,0.31793275,0.4954515,0.38159028,0.40794235,0.32092792,0.40153784,0.48300105,0.33455902,0.34711587,0.24513912,0.3286625,0.28736368,0.20018177,0.30660424,0.25040832,0.35553694,0.2577896,0.28924838,0.36784294,0.25512215,0.29042917,1901.4116456876454,872.2784608851965,4192.274649888738,2008.3583876139294,0.06621728666795666,0.04725199819682986,107.666015625,2421.1106771081168,571.0578721689689,0.18398008,0.05640239,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00010.wav,pop,7,pop
24.46663,68.96242,-4.2113004,-1.032618,5.249467,2.9858522,4.336798,4.2872887,6.422606,3.6307845,0.115482435,-0.00023507039,2.0697718,55.060783,20.378769,17.7866,14.467451,10.75728,11.134645,8.782445,8.6612215,8.077998,8.00115,7.108996,7.569021,6.763656,0.35504675,0.4346831,0.34146637,0.47341692,0.37567562,0.2966075,0.4155535,0.3846976,0.53100646,0.35466775,0.48785666,0.4942061,0.24424122,0.32810542,0.2282061,0.31131622,0.28868568,0.21592647,0.30117145,0.24884886,0.34237215,0.2372176,0.30092072,0.31223726,3194.1768682916545,729.4969605563456,6993.782709552776,1454.6310801300863,0.15937998863196595,0.06434464116516651,107.666015625,3052.8892510243627,329.4862560964096,0.28261182,0.09794556,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00035.wav,pop,7,pop
-111.61652,85.579094,3.5153577,16.35747,2.2059448,5.980132,-5.045757,-3.962524,-0.09616892,1.5746028,-5.793351,-5.0871906,-0.20802832,69.69514,27.927258,17.369762,16.952892,15.479387,11.138311,12.577306,9.404693,10.928712,9.587991,9.923794,8.104611,8.727136,0.35283884,0.23255229,0.23702055,0.23691094,0.28876257,0.4508014,0.3941515,0.49727592,0.3901019,0.3773521,0.39626962,0.29377657,0.32619128,0.23290513,0.23800203,0.24154826,0.2651808,0.37417355,0.30386862,0.35621712,0.30876142,0.31422964,0.34079307,0.2598474,2518.6680120349943,760.1870113877194,5496.225098412104,1586.5160218493313,0.10014338537635449,0.06023898969619625,117.45383522727273,2683.946956917925,397.25154113580885,0.13348536,0.07795899,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00065.wav,pop,7,pop
-50.85386,80.22757,-9.293903,20.294153,12.106113,6.7842712,6.2796135,3.4291558,-3.956837,2.5745726,-5.706396,0.4841114,-0.571953,47.236958,25.705774,20.39485,12.469533,12.503917,10.404472,8.867078,8.702564,8.546565,10.353316,7.5858083,8.036126,8.069445,0.42046544,0.3593872,0.41135272,0.41280508,0.361775,0.48735315,0.33782798,0.34645507,0.33461815,0.39121994,0.4164885,0.3508958,0.29843545,0.27060345,0.330642,0.31698108,0.2646639,0.32782146,0.23157048,0.2882497,0.26475295,0.2837415,0.30309254,0.26748893,2679.2839905691167,761.4806041844988,5533.6998718072755,1657.500294200046,0.12593423471362228,0.057999375041057045,99.38401442307692,2661.8102808791496,438.58740173406966,0.16416128,0.051409636,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00012.wav,pop,7,pop
-35.297348,61.247242,14.059667,28.661287,4.3299875,-1.3499213,-0.790413,5.1225405,5.3524,1.2215204,-7.2570734,-0.5168179,0.21715893,53.148266,18.740152,20.820879,16.019121,12.560508,11.950361,8.502557,7.7779202,7.6810417,7.9777994,8.479482,6.508702,6.8823514,0.41178888,0.54156643,0.41312364,0.4378256,0.42479837,0.37720802,0.5239889,0.4098884,0.43205714,0.46740732,0.5132974,0.50507575,0.24542673,0.31231993,0.244417,0.26690045,0.28360304,0.2205122,0.30863863,0.24736954,0.27628383,0.28719637,0.27812043,0.30258337,3279.967331808209,724.4008544388793,6953.21628818571,1199.9508894828382,0.17281943873355263,0.06553407755010623,107.666015625,3026.3931113810377,316.39771238569375,0.15964586,0.057400856,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00009.wav,pop,7,pop
-104.47532,86.85541,28.76275,26.635527,8.927457,5.6745653,7.7592797,0.46634582,6.6300635,6.5633125,0.37748364,2.1488523,-0.019938136,45.6757,22.556292,18.750906,16.74128,15.404426,12.39587,9.851664,9.821133,8.800314,9.934541,9.304468,8.152048,8.534921,0.3337252,0.29103196,0.24712573,0.43192482,0.2792841,0.28227365,0.19827501,0.34563553,0.31663287,0.23180524,0.36624768,0.25329903,0.33574927,0.29254,0.19677028,0.3844646,0.24048382,0.2946508,0.17287838,0.32794785,0.2854746,0.1927888,0.34563714,0.21307617,2489.577623717522,742.5360475560685,5977.07219079552,1743.2647838148318,0.08429578657120743,0.04035524591315496,123.046875,2941.99075457532,455.07810233348806,0.14298287,0.04445537,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00083.wav,pop,7,pop
-59.607132,62.98234,31.12206,16.92889,8.904489,10.815333,10.561759,5.165959,5.4082975,6.1599445,2.2780192,4.254538,4.1256804,53.94974,24.429201,13.461636,12.489437,10.174481,10.595752,9.109979,7.474097,7.4210835,8.087242,7.9693956,7.9551687,8.32539,0.47605902,0.4335579,0.4828789,0.3403281,0.28774115,0.29964453,0.32770088,0.4117863,0.42174026,0.56039226,0.5468286,0.42602417,0.34558547,0.28696752,0.3274327,0.24888648,0.23043154,0.26565406,0.26777902,0.3187467,0.28205675,0.31592655,0.32487282,0.28332728,3213.5168358111127,1003.4363437078443,7423.94677507619,1566.6738093176045,0.11886851780185759,0.07595188838513403,83.35433467741936,3269.5960671771636,327.2138691633024,0.215166,0.081188366,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00002.wav,pop,7,pop
-204.75298,101.60512,26.384224,9.1857195,10.460928,5.108919,-9.447198,9.308317,-12.491376,-2.496669,6.212447,-9.488957,-2.5600326,57.08597,28.888464,23.724922,14.02069,18.24578,13.689069,14.809242,11.120048,11.826024,11.005762,11.296095,9.765374,10.819413,0.22803807,0.21535608,0.40643376,0.32738903,0.2077196,0.4092918,0.26195157,0.25051078,0.1947308,0.27568376,0.37571064,0.23574604,0.28327212,0.23241231,0.38129216,0.3098288,0.18960558,0.38126138,0.23065333,0.31924254,0.22689259,0.27256453,0.35033995,0.24039944,2053.894371276876,828.5668897395091,4508.014407320288,1852.3023952469714,0.0753657574255031,0.055286892803981746,107.666015625,2559.593930825625,397.6317774348078,0.08329674,0.0351989,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00041.wav,pop,7,pop
-170.92262,105.92537,31.060646,22.226055,12.8146105,-5.1669707,11.2371025,-2.1054718,-0.1724933,5.0788264,-11.54121,-3.6240704,1.3911011,72.99459,38.288082,30.616234,19.626835,15.39621,19.21001,15.993837,14.980141,11.458689,12.3477745,10.8789425,10.923961,9.533091,0.27300918,0.39335623,0.2518802,0.31100932,0.22728898,0.34427825,0.41768262,0.2948314,0.38999066,0.31773928,0.349952,0.30110005,0.23973745,0.35404757,0.20619115,0.30821738,0.19096582,0.3087567,0.34259045,0.24407417,0.3671937,0.28777954,0.32212666,0.30365813,1987.8719219449235,1048.4513377885396,4265.424207563371,2565.88110093348,0.06614018962848298,0.06136431114768753,58.72691761363637,2579.9699093585987,644.9969911020353,0.14744551,0.061382707,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00049.wav,pop,7,pop
-59.58959,77.30937,26.367233,3.1743205,6.7570415,-0.06425415,-0.6247925,-0.69048333,4.141959,-0.44033718,-4.5419564,-3.5614958,-2.2030644,67.19018,27.420017,20.140562,16.768965,13.86637,15.851676,11.855615,10.409628,10.428891,9.49936,8.658614,7.342874,7.683871,0.35782447,0.26545408,0.3485655,0.30331472,0.2983979,0.47527045,0.29916957,0.31512314,0.26647967,0.39691418,0.4743181,0.28929213,0.3240354,0.22952135,0.32124192,0.27522507,0.25693333,0.35577145,0.24004166,0.31214347,0.22833069,0.31010443,0.3442137,0.23513137,3141.655140286262,1030.2022539743311,7237.0312386622,1699.0163705642033,0.131055518938661,0.08485049866428761,95.703125,3230.4022459601906,355.03158623073676,0.18744317,0.06826979,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00034.wav,pop,7,pop
-78.1925,65.99214,24.578516,25.652824,13.854882,3.6000478,16.225538,0.592554,3.3257751,4.16047,2.7126958,3.649891,1.3959066,64.29339,33.264507,30.66289,19.095692,15.245535,16.95795,13.595919,12.246239,10.523065,10.002289,9.854172,9.095568,8.155746,0.45387027,0.5036608,0.41790706,0.37033728,0.41649133,0.35614476,0.3712007,0.33438155,0.40614063,0.46802372,0.4070516,0.4637729,0.2934877,0.32664,0.3120525,0.26480913,0.32553178,0.28156704,0.3045573,0.2544556,0.27468494,0.3333504,0.28853124,0.32062608,3046.2397998563833,1173.1994007513213,6630.418240101345,1965.491533121023,0.1186580126499613,0.08799772591675754,143.5546875,3095.3865062358905,432.6132611393528,0.20836434,0.08127359,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00050.wav,pop,7,pop
-273.28632,103.147575,8.722427,31.6977,12.511967,3.4922655,3.9396508,-0.16230226,-3.921683,3.2304423,-6.373684,-1.5361916,-3.213047,86.03298,34.67284,22.627243,13.940791,10.335474,13.713993,8.549171,8.04502,8.561924,7.737229,6.5100656,7.0709167,5.8029685,0.4055187,0.4970132,0.3364543,0.34128073,0.3441953,0.2954331,0.40691242,0.28425807,0.2555422,0.20095608,0.31871688,0.5368619,0.254152,0.37422588,0.26871347,0.29003003,0.31370318,0.2578703,0.34552327,0.25188386,0.25951207,0.20563965,0.26297194,0.36456302,1995.3281824967328,977.4697902819355,4383.806825053212,1981.2543566774273,0.07255095963138544,0.07490883312033969,112.34714673913044,2425.0406811254434,556.7937545248911,0.037560895,0.019951338,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00079.wav,pop,7,pop
-240.68593,97.109665,0.40661886,-0.2689549,-10.478994,-15.741311,1.3906447,-17.873806,-9.089088,-8.767288,-14.260694,-5.5017834,-8.3689575,52.61604,31.37331,20.781183,18.745497,14.143851,11.626193,12.25358,12.917518,10.640185,9.475496,8.994141,9.740021,11.501981,0.17318825,0.1452055,0.27989316,0.09804821,0.18095894,0.29363263,0.16607554,0.37122408,0.21481833,0.43329707,0.23640217,0.11481092,0.26858526,0.1773454,0.34494787,0.11315293,0.2658692,0.35654032,0.16885376,0.39157987,0.21243782,0.40338424,0.26882008,0.16151957,2200.799680588226,748.9059639926676,4627.663683817483,1775.7391425046126,0.08712532350522446,0.05341270035424552,184.5703125,2579.825496215232,457.4854789436591,0.055772327,0.035183422,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00011.wav,pop,7,pop
-52.537975,37.496025,14.12139,18.180311,16.782768,5.9580927,6.4324026,2.7082064,-0.44743854,3.2196102,-3.928455,1.5937504,0.29058215,52.113518,27.876596,21.777367,15.007812,12.426167,14.026538,11.502769,10.845087,10.278705,9.958033,9.892775,9.302772,9.761544,0.3793155,0.38749748,0.54688746,0.48841032,0.5035184,0.42649898,0.4225823,0.52094936,0.39717916,0.41250867,0.41909477,0.46444958,0.2607578,0.26263085,0.33105224,0.30470842,0.34482098,0.3181299,0.26148385,0.33024052,0.26781982,0.30134296,0.29907927,0.30443045,3889.787116785757,1024.7184776080483,8057.209612489116,1277.82862294702,0.19104230662248453,0.11539418739104917,112.34714673913044,3271.6627619560186,313.4302387485187,0.19137336,0.088422254,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00067.wav,pop,7,pop
-20.901945,83.24167,5.0469604,16.370789,9.402539,-0.56291825,4.051513,6.209602,9.122195,5.865447,-3.5055268,-0.63873327,-3.1722696,35.73586,22.31462,19.500038,13.128126,10.190036,11.506552,8.79837,6.975226,7.145418,7.065821,6.006431,6.209942,5.8754816,0.3802013,0.3577628,0.42693922,0.33343238,0.39582083,0.326956,0.34946766,0.39361137,0.42253232,0.47617683,0.35871598,0.39104524,0.29441303,0.25036228,0.3200303,0.24671352,0.31096634,0.26287076,0.27912346,0.29423416,0.2928563,0.30451936,0.26268277,0.3035069,2753.2217697518786,847.5640128840067,5986.188802335285,1644.149454789096,0.12376304602844428,0.07141076175717492,107.666015625,2861.4105412456793,386.58170469536987,0.21116544,0.05067156,/home/alepot55/Desktop/projects/naml_project/data/gtzan/genres/pop/pop.00004.wav,pop,7,pop
